,ARR_Airline,AC_TYPE,STA_Weekday,STA_time_of_the_day,STA_Month,Registration,Arr_Stand
7054,SU,32A,2,715,3,VQBSH,A3
7055,JU,319,2,725,3,YUAPJ,C5
7056,FZ,7M8,2,735,3,A6FMC,A6
7057,JU,319,2,750,3,YUAPD,A5
7058,EZY,32A,2,755,3,OEIZF,C1
7059,JU,AT7,2,755,3,YUALU,B2
7060,LH,E95,2,760,3,DAEBB,A1
7061,LH,32A,2,770,3,DAIUD,A4
7062,LO,E70,2,810,3,SPLDG,A7
7063,A3,320,2,820,3,SXDVV,A3
7064,RSJ,T20,2,840,3,RA64014,N1A
7065,6H,32A,2,840,3,4XABI,A6
7066,LX,320,2,840,3,HBIJO,C3
7067,OS,DH4,2,850,3,OELGH,C4
7068,HV,738,2,855,3,PHHXI,A1
7069,JU,AT7,2,960,3,YUALU,A7
7070,JU,319,2,960,3,YUAPJ,C3
7071,JU,AT7,2,970,3,YUALO,B5
7072,JU,AT7,2,975,3,YUALT,A8
7073,JU,AT7,2,975,3,YUALV,B4
7074,LH,CR9,2,980,3,DACNQ,A4
7075,JU,AT7,2,980,3,YUALP,B6
7076,LO,E90,2,980,3,SPLMD,A2
7077,KK,320,2,1010,3,URAJD,A1
7078,JU,319,2,1020,3,YUAPF,C5
7079,WZZ,320,2,1030,3,HALPJ,A3
7080,JU,319,2,1030,3,YUAPC,C4
7081,OS,DH4,2,1070,3,OELGE,A4
7082,SU,320,2,1075,3,VQBIU,A2
7083,YM,E95,2,1125,3,4OAOA,A5
7084,TK,321,2,1170,3,TCJRG,A1
7085,RO,AT5,2,1215,3,YRATG,C8
7086,JU,AT7,2,1305,3,YUALO,C10
7087,JU,AT7,2,1310,3,YUALU,C7
7088,SU,73H,2,1315,3,VPBGG,A2
7089,JU,319,2,1315,3,YUAPJ,A1
7090,JU,733,2,1320,3,YUANK,A5
7091,JU,AT7,2,1330,3,YUALT,C8
7092,JU,319,2,1340,3,YUAPC,C1
7093,JU,AT7,2,1340,3,YUALV,C9
7094,JU,319,2,1345,3,YUAPF,C2
7095,JU,AT7,2,1350,3,YUALP,A6
7096,WZZ,320,2,1370,3,HALPJ,A8
7097,JU,319,2,1375,3,YUAPD,C5
7098,JU,319,2,1400,3,YUAPA,C6
7099,LH,32A,2,1415,3,DAIUK,A4
7100,GERMAN,56X,4,780,3,DCSEB,A14-3
7101,JU,AT7,4,450,3,YUALT,C7
7102,JU,AT7,4,415,3,YUALU,C10
7103,JU,AT7,4,425,3,YUALV,C9
7104,JU,319,4,25,3,YUAPF,C4
7105,JU,319,4,410,3,YUAPB,C1
7106,JU,319,4,395,3,YUAPC,C6
7107,JU,319,4,405,3,YUAPI,C5
7108,JU,319,4,400,3,YUAPD,C2
7109,WZZ,32A,4,390,3,HALYP,A3
7110,JU,319,4,400,3,YUAPA,A5
7111,LH,319,4,410,3,DAILC,A1
7112,WZZ,320,4,375,3,HALPJ,A4
7113,EY,32A,4,735,3,A6EIW,A2
7114,OS,DH4,4,480,3,OELGA,A4
7115,TK,32B,4,540,3,TCJTI,C2
7116,YM,E95,4,535,3,4OAOB,A1
7117,YM,E95,4,535,3,4OAOC,A3
7118,EZS,319,4,545,3,HBJYK,C4
7119,RO,AT5,4,560,3,YRATF,C8
7120,JU,319,4,610,3,YUAPF,C3
7121,JU,AT7,4,595,3,YUALU,C9
7122,WZZ,320,4,630,3,HALPJ,A4
7123,QR,321,4,700,3,A7ADV,C4
7124,JU,AT7,4,795,3,YUALV,C8
7125,JU,319,4,795,3,YUAPJ,A1
7126,AZ,320,4,705,3,IBIKC,A3
7127,JU,319,4,1055,3,YUAPI,C6
7128,JU,319,4,795,3,YUAPC,A6
7129,JU,AT7,4,800,3,YUALP,C10
7130,JU,AT7,4,815,3,YUALT,C7
7131,JU,319,4,740,3,YUAPB,C5
7132,KK,320,4,735,3,TCATT,C1
7133,WZZ,320,4,735,3,HALWO,A5
7134,PC,73H,4,765,3,TCARP,C3
7135,JU,319,4,1065,3,YUAPA,C2
7136,SU,32A,4,775,3,VPBLP,C2
7137,JU,319,4,1025,3,YUAPD,C4
7138,JU,AT7,4,830,3,YUALU,C9
7139,EZY,320,4,790,3,OEIZL,A4
7140,LH,E95,4,795,3,DAEBB,A3
7141,LH,3N0,4,815,3,DAINP,A2
7142,WZ,320,4,840,3,VPBWZ,A5
7143,LO,E95,4,845,3,SPLNF,C5
7144,A3,320,4,865,3,SXDVU,C1
7145,TK,31Y,4,930,3,TCVEL,B7
7146,LX,320,4,895,3,HBIJQ,C3
7147,OS,E90,4,910,3,OELWB,A1
7148,WZZ,320,4,940,3,HALPJ,A4
7149,JU,AT7,4,1060,3,YUALU,C7
7150,JU,AT7,4,1100,3,YUALT,C8
7151,JU,AT7,4,1105,3,YUALP,B5
7152,JU,319,4,1420,3,YUAPC,C1
7153,JU,AT7,4,1145,3,YUALO,C10
7154,LH,320,4,1020,3,DAIZA,A1
7155,LO,E75,4,1015,3,SPLIK,A5
7156,JU,AT7,4,1115,3,YUALV,C9
7157,HV,73H,4,1040,3,PHHXD,A3
7158,JU,319,4,1095,3,YUAPB,C5
7159,JU,319,4,1070,3,YUAPF,A6
7160,WZZ,320,5,375,3,HALWO,A9
7161,JU,319,4,1085,3,YUAPJ,C3
7162,JU,319,4,1025,3,YUAPD,A4
7163,OS,E90,4,1100,3,OELWF,A5
7164,SU,320,4,1125,3,VQBBC,C4
7165,YM,E95,4,1125,3,4OAOC,A1
7166,TK,32B,4,1225,3,TCJSE,C6
7167,SRB,FA50,6,1080,3,YUBNA,B2
7168,YM,100,4,1215,3,4OAOM,A2
7169,RO,AT5,4,1250,3,YRATA,C8
7170,OS,DH4,5,470,3,OELGI,A4
7171,JU,AT7,5,430,3,YUALT,C8
7172,JU,AT7,5,450,3,YUALO,C7
7173,SU,32A,4,1415,3,VQBRV,A2
7174,JU,319,4,1435,3,YUAPJ,A3
7175,JU,AT7,5,410,3,YUALP,C9
7176,JU,320,5,400,3,YUAPH,C6
7177,JU,319,4,1395,3,YUAPI,C2
7178,JU,AT7,5,435,3,YUALU,C10
7179,JU,319,5,390,3,YUAPF,A1
7180,JU,319,5,415,3,YUAPD,C5
7181,JU,319,5,395,3,YUAPA,C3
7182,LH,3N0,5,410,3,DAINO,A5
7183,WZZ,320,5,360,3,HALPJ,A8
7184,EY,32A,5,735,3,A6EIS,C1
7185,JU,319,5,400,3,YUAPJ,A2
7186,JU,319,5,435,3,YUAPC,C2
7187,TK,73H,5,540,3,TCJVN,A1
7188,YM,E95,5,535,3,4OAOB,A2
7189,QB,320,5,600,3,EPFQR,B5
7190,JU,319,5,610,3,YUAPD,C2
7191,B2,E75,5,610,3,EW512PO,A4
7192,YM,E95,5,615,3,4OAOC,A3
7193,JU,AT7,5,665,3,YUALO,C8
7194,QR,321,5,700,3,A7AIC,A5
7195,JU,AT7,5,800,3,YUALT,C10
7196,JU,319,5,740,3,YUAPI,A2
7197,JU,AT7,5,795,3,YUALU,C7
7198,WZZ,320,5,755,3,HALPJ,A8
7199,JU,AT7,5,805,3,YUALP,C9
7200,JU,319,5,795,3,YUAPA,C6
7201,WZZ,320,5,755,3,HALWO,A9
7202,SU,32A,5,775,3,VPBJW,A1
7203,FZ,7M8,5,780,3,A6FMH,A3
7204,JU,319,5,815,3,YUAPF,A4
7205,LH,32A,5,805,3,DAIZY,C2
7206,LH,CR9,5,795,3,DACNM,A6
7207,WZ,320,5,840,3,VPBWW,A2
7208,GERMAN,CL30,5,855,3,DBANN,A11-2
7209,LO,E75,5,845,3,SPLIC,A1
7210,JU,AT7,5,855,3,YUALO,C8
7211,LX,CS3,5,885,3,HBJCI,C4
7212,OS,DH4,5,910,3,OELGI,A3
7213,QB,320,5,960,3,EPFQR,B5
7214,YM,E95,5,975,3,4OAOB,A4
7215,JU,319,5,1075,3,YUAPA,C1
7216,JU,319,5,1065,3,YUAPF,C3
7217,JU,AT7,6,425,3,YUALT,C10
7218,JU,AT7,6,805,3,YUALP,C8
7219,JU,319,5,1080,3,YUAPI,C6
7220,LH,CR9,5,1015,3,DACNR,C4
7221,JU,AT7,5,1115,3,YUALU,C7
7222,JU,319,6,410,3,YUAPD,C2
7223,SU,320,5,1125,3,VQBAX,C5
7224,WZZ,320,5,1115,3,HALPJ,A3
7225,WZZ,320,5,1140,3,HALWO,A4
7226,YM,E95,5,1165,3,4OAOC,A2
7227,TK,32B,5,1225,3,TCJSK,A1
7228,DY,73H,5,1260,3,LNNGP,A3
7229,SRBIJA,551,5,1315,3,YUBTT,A12-4
7230,SU,320,5,1415,3,VPBIY,A4
7231,JU,319,6,400,3,YUAPI,C5
7232,JU,AT7,6,415,3,YUALU,C7
7233,JU,319,6,610,3,YUAPF,A3
7234,WZZ,320,6,390,3,HALPJ,A7
7235,LH,3N0,6,410,3,DAING,A5
7236,WZZ,320,6,735,3,HALWO,A8
7237,SM,73H,6,330,3,SUBSA,A4
7238,EY,320,6,735,3,A6EIR,C1
7239,JU,319,6,405,3,YUAPJ,A1
7240,TK,32B,6,540,3,TCJTN,A1
7241,EZS,319,6,540,3,HBJYN,A4
7242,JU,AT7,6,595,3,YUALU,C9
7243,HV,73W,6,605,3,PHXRC,C2
7244,YM,100,6,615,3,4OAOM,A5
7245,QR,321,6,700,3,A7AIC,A4
7246,JU,AT7,6,830,3,YUALT,C7
7247,JU,319,6,795,3,YUAPA,C2
7248,JU,320,6,1080,3,YUAPH,C6
7249,6H,320,6,720,3,4XABG,A1
7250,JU,319,6,795,3,YUAPJ,C6
7251,JU,319,6,795,3,YUAPC,A2
7252,JU,319,6,740,3,YUAPD,A5
7253,SANMAR,BE36,6,810,3,T7BEN,A13-2
7254,WZZ,320,6,755,3,HALPJ,A7
7255,JU,319,6,815,3,YUAPI,A6
7256,PC,3N0,6,765,3,TCNBS,C5
7257,SU,32A,6,775,3,VQBSG,A3
7258,FZ,7M8,6,780,3,A6FMD,C4
7259,LH,CR9,6,795,3,DACNW,C3
7260,EZY,320,6,790,3,OEICK,A4
7261,JU,AT7,6,800,3,YUALU,C9
7262,LH,32A,6,815,3,DAIPP,A1
7263,LX,320,6,895,3,HBIJO,C1
7264,OS,DH4,6,910,3,OELGK,A3
7265,YM,E95,6,975,3,4OAOB,A5
7266,JU,319,6,1050,3,YUAPI,C2
7267,JU,AT7,6,1105,3,YUALT,C9
7268,JU,AT7,6,1060,3,YUALU,B5
7269,JU,AT7,6,1090,3,YUALO,C10
7270,JU,319,6,1065,3,YUAPJ,C4
7271,JU,AT7,6,1020,3,YUALP,C8
7272,JU,319,6,1055,3,YUAPC,A1
7273,LO,E75,6,1015,3,SPLIL,C3
7274,LH,319,6,1020,3,DAILW,A2
7275,JU,319,6,1070,3,YUAPD,A3
7276,KK,320,6,1055,3,URAJD,A4
7277,JU,319,0,410,3,YUAPF,A1
7278,SRBIJA,P31,0,450,3,YUBTW,A13-1
7279,WZZ,320,6,1060,3,HALWO,A7
7280,JU,319,6,1095,3,YUAPA,C1
7281,AZ,320,6,1120,3,EIEIC,C3
7282,OS,DH4,6,1100,3,OELGC,A6
7283,SU,320,6,1125,3,VQBAY,C5
7284,WZZ,320,6,1115,3,HALPJ,A5
7285,YM,E95,6,1125,3,4OAOC,A2
7286,IZ,E95,6,1210,3,4XEMC,A4
7287,LX,320,6,1200,3,HBJLP,C1
7288,TK,321,6,1225,3,TCJRC,C6
7289,JU,733,0,410,3,YUANK,C4
7290,JU,AT7,6,1245,3,YUALP,C8
7291,SU,738,6,1415,3,VPBMD,A2
7292,JU,AT7,0,595,3,YUALT,B3
7293,JU,AT7,0,425,3,YUALV,C9
7294,JU,319,6,1395,3,YUAPC,C3
7295,JU,319,0,400,3,YUAPA,C1
7296,JU,AT7,0,30,3,YUALO,C8
7297,JU,AT7,0,410,3,YUALU,C7
7298,JU,319,0,400,3,YUAPI,A3
7299,WZZ,320,0,375,3,HALWO,A8
7300,WZZ,320,0,390,3,HALPJ,A7
7301,JU,319,0,25,3,YUAPD,C2
7302,JU,319,0,400,3,YUAPJ,C6
7303,JU,AT7,0,20,3,YUALP,C10
7304,LH,319,0,410,3,DAILH,A5
7305,EY,32A,0,735,3,A6EIU,C2
7306,JU,AT7,0,450,3,YUALP,C10
7307,JU,AT7,0,435,3,YUALO,C8
7308,OS,320,0,480,3,OELXB,A4
7309,TK,73H,0,540,3,TCJVP,A1
7310,YM,E95,0,535,3,4OAOB,A3
7311,YM,E95,0,535,3,4OAOC,A2
7312,EZS,319,0,545,3,HBJYM,C1
7313,RO,AT5,0,560,3,YRATA,C7
7314,JU,319,0,610,3,YUAPD,C3
7315,B2,CR2,0,610,3,EW276PJ,A6
7316,WZZ,320,0,630,3,HALWO,A9
7317,HV,73H,0,650,3,PHHZO,A3
7318,DY,73H,0,650,3,LNNGC,C4
7319,QR,321,0,700,3,A7AID,A1
7320,JU,AT7,0,795,3,YUALV,C10
7321,JU,319,0,740,3,YUAPC,C5
7322,AZ,319,0,705,3,EIIMN,A4
7323,SANMAR,BE36,0,720,3,T7BEN,A14-1
7324,JU,733,0,1085,3,YUANK,A6
7325,JU,AT7,0,800,3,YUALP,C7
7326,JU,AT7,0,815,3,YUALO,C8
7327,JU,319,0,1085,3,YUAPF,C2
7328,KK,321,0,735,3,TCATE,A5
7329,JU,AT7,0,815,3,YUALU,C9
7330,WZZ,320,0,940,3,HALWG,A8
7331,JU,319,0,1055,3,YUAPI,C1
7332,PC,3N0,0,765,3,TCNBD,A2
7333,PINK,56X,0,900,3,YUSPB,A13-1
7334,SU,32A,0,775,3,VPBIW,C3
7335,ET,77X,0,1439,3,ETARI,N1A
7336,JU,319,0,1075,3,YUAPJ,A1
7337,JU,AT7,0,830,3,YUALT,B3
7338,JU,319,0,1025,3,YUAPA,C4
7339,LH,319,0,795,3,DAILT,A3
7340,EZY,319,0,790,3,OELQF,A1
7341,LH,320,0,805,3,DAIQF,A4
7342,WZ,320,0,840,3,VPBWZ,C2
7343,LO,E75,0,845,3,SPLIO,A5
7344,A3,320,0,865,3,SXDVK,C5
7345,VJT,CL30,0,1200,3,9HVCK,A11-2
7346,LX,CS3,0,880,3,HBJCF,A2
7347,LH,E95,0,900,3,DAEBC,B4
7348,WZZ,320,0,1060,3,HALWO,A4
7349,YM,100,0,975,3,4OAOM,A5
7350,SLOVEN,56X,1,600,3,S5BDM,A14-2
7351,JU,AT7,1,410,3,YUALT,B3
7352,JU,AT7,0,1145,3,YUALU,C8
7353,JU,AT7,0,1105,3,YUALP,C10
7354,JU,AT7,1,425,3,YUALO,C7
7355,LO,E75,0,1015,3,SPLIL,C6
7356,LH,CR9,0,1015,3,DACKC,A3
7357,JU,AT7,0,1115,3,YUALV,C9
7358,JU,319,0,1080,3,YUAPC,C5
7359,JU,319,0,1075,3,YUAPD,C3
7360,OS,DH4,0,1100,3,OELGA,A5
7361,SU,320,0,1125,3,VPBKY,A2
7362,YM,E95,0,1165,3,4OAOC,A3
7363,TK,321,0,1225,3,TCJRA,A1
7364,SU,32A,0,1415,3,VQBSG,A4
7365,JU,733,1,435,3,YUANK,C5
7366,JU,319,1,400,3,YUAPD,C2
7367,JU,319,1,410,3,YUAPI,C4
7368,JU,319,1,415,3,YUAPC,C1
7369,JU,AT7,1,20,3,YUALV,C8
7370,JU,319,1,475,3,YUAPF,C6
7371,WZZ,320,1,375,3,HALWO,A5
7372,JU,319,1,400,3,YUAPA,A3
7373,LH,32A,1,410,3,DAIZW,A1
7374,WZZ,320,1,755,3,HALWG,A8
7375,RSB,ANF,1,120,3,EW275TI,B7
7376,EY,320,1,735,3,A6EIO,A2
7377,PINK,56X,1,480,3,YUSPB,A12-3
7378,HUNGAR,EXPL,1,480,3,R900,B5
7379,OS,DH4,1,480,3,OELGR,A5
7380,TK,73H,1,540,3,TCJZF,A1
7381,IJM,GL5T,1,540,3,OELPZ,B6
7382,EZS,320,1,520,3,HBJXI,A3
7383,YM,E95,1,535,3,4OAOC,C1
7384,MAE,501,1,795,3,OEFMK,A13-3
7385,RO,AT5,1,560,3,YRATC,C7
7386,JU,319,1,610,3,YUAPC,C3
7387,JU,AT7,1,830,3,YUALU,C8
7388,QR,321,1,700,3,A7ADS,A1
7389,JU,AT7,1,805,3,YUALO,C10
7390,JU,319,1,740,3,YUAPJ,C4
7391,HV,73W,1,705,3,PHXRA,A4
7392,JU,AT7,1,800,3,YUALT,C7
7393,TU,736,1,745,3,TSIOK,A5
7394,WZZ,320,1,755,3,HALWO,A3
7395,SU,32A,1,775,3,VPBTA,C1
7396,HUNGAR,EXPL,1,750,3,R900,B2
7397,JU,733,1,1095,3,YUANK,C6
7398,FZ,7M8,1,780,3,A6FMD,C3
7399,JU,319,1,1020,3,YUAPA,C2
7400,JU,319,1,1025,3,YUAPD,C5
7401,LH,319,1,795,3,DAILU,A1
7402,LH,32A,1,815,3,DAIUA,A4
7403,WZ,320,1,840,3,VPBWZ,A2
7404,LO,E95,1,845,3,SPLNG,A5
7405,LX,320,1,880,3,HBIJE,A3
7406,OS,DH4,1,910,3,OELGH,C4
7407,SRBIJA,SILA750,1,930,3,YUDSW,A11-3
7408,JU,319,1,1065,3,YUAPF,C1
7409,JU,AT7,1,1100,3,YUALU,C8
7410,JU,319,1,1085,3,YUAPJ,C4
7411,JU,AT7,1,1105,3,YUALO,A6
7412,LH,319,1,1020,3,DAIBC,A3
7413,JU,AT7,1,1115,3,YUALV,C7
7414,JU,319,1,1075,3,YUAPC,C2
7415,AZ,320,1,1120,3,EIDTM,A1
7416,OS,DH4,1,1100,3,OELGM,C5
7417,SU,320,1,1125,3,VPBID,C3
7418,WZZ,320,1,1115,3,HALWG,A4
7419,WZZ,320,1,1140,3,HALWO,A3
7420,YM,E95,1,1165,3,4OAOC,A2
7421,HUNGAR,525,1,1155,3,HAKAR,A13-3
7422,RO,AT5,1,1180,3,YRATE,C8
7423,TK,73H,1,1225,3,TCJGV,C1
7424,SU,320,1,1415,3,VPBET,A2
7425,WZZ,320,4,35,3,HALPJ,A4
7426,EY,32A,4,320,3,A6EIW,A2
7427,OS,DH4,4,440,3,OELGA,A4
7428,TK,32B,4,485,3,TCJTI,C2
7429,YM,E95,4,495,3,4OAOB,A1
7430,YM,E95,4,495,3,4OAOC,A3
7431,EZS,319,4,510,3,HBJYK,C4
7432,RO,AT5,4,525,3,YRATF,C8
7433,JU,319,4,560,3,YUAPF,C3
7434,JU,AT7,4,565,3,YUALU,C9
7435,WZZ,320,4,600,3,HALPJ,A4
7436,QR,321,4,640,3,A7ADV,C4
7437,JU,AT7,4,645,3,YUALV,C8
7438,JU,319,4,650,3,YUAPJ,A1
7439,AZ,320,4,650,3,IBIKC,A3
7440,JU,319,4,660,3,YUAPI,C6
7441,JU,319,4,660,3,YUAPC,A6
7442,JU,AT7,4,665,3,YUALP,C10
7443,JU,AT7,4,665,3,YUALT,C7
7444,JU,319,4,670,3,YUAPB,C5
7445,KK,320,4,675,3,TCATT,C1
7446,WZZ,320,4,690,3,HALWO,A5
7447,PC,73H,4,695,3,TCARP,C3
7448,JU,319,4,695,3,YUAPA,A7
7449,SU,32A,4,715,3,VPBLP,C2
7450,JU,319,4,750,3,YUAPD,C4
7451,JU,AT7,4,755,3,YUALU,C9
7452,EZY,320,4,755,3,OEIZL,A4
7453,LH,E95,4,760,3,DAEBB,A3
7454,LH,3N0,4,770,3,DAINP,A2
7455,WZ,320,4,780,3,VPBWZ,A5
7456,LO,E95,4,810,3,SPLNF,C5
7457,A3,320,4,820,3,SXDVU,C1
7458,TK,31Y,4,840,3,TCVEL,B7
7459,LX,320,4,840,3,HBIJQ,C3
7460,OS,E90,4,850,3,OELWB,A1
7461,WZZ,320,4,895,3,HALPJ,A4
7462,JU,AT7,4,960,3,YUALU,C7
7463,JU,AT7,4,965,3,YUALT,C8
7464,JU,AT7,4,970,3,YUALP,B5
7465,JU,319,4,975,3,YUAPC,C1
7466,JU,AT7,4,975,3,YUALO,C10
7467,LH,320,4,980,3,DAIZA,A1
7468,LO,E75,4,980,3,SPLIK,A5
7469,JU,AT7,4,980,3,YUALV,C9
7470,HV,73H,4,995,3,PHHXD,A3
7471,JU,319,4,1005,3,YUAPB,C5
7472,JU,319,4,1020,3,YUAPF,A6
7473,WZZ,320,4,1030,3,HALWO,A9
7474,JU,319,4,1030,3,YUAPJ,C3
7475,JU,319,4,1045,3,YUAPD,A4
7476,OS,E90,4,1070,3,OELWF,A5
7477,SU,320,4,1075,3,VQBBC,C4
7478,YM,E95,4,1085,3,4OAOC,A1
7479,TK,32B,4,1170,3,TCJSE,C6
7480,SRB,FA50,4,1170,3,YUBNA,B2
7481,YM,100,4,1175,3,4OAOM,A2
7482,RO,AT5,4,1215,3,YRATA,C8
7483,OS,DH4,4,1290,3,OELGI,A4
7484,JU,AT7,4,1305,3,YUALT,C8
7485,JU,AT7,4,1310,3,YUALO,C7
7486,SU,32A,4,1315,3,VQBRV,A2
7487,JU,319,4,1320,3,YUAPJ,A3
7488,JU,AT7,4,1330,3,YUALP,C9
7489,JU,320,4,1340,3,YUAPH,C6
7490,JU,319,4,1340,3,YUAPI,C2
7491,JU,AT7,4,1350,3,YUALU,B3
7492,JU,319,4,1375,3,YUAPF,A1
7493,JU,319,4,1375,3,YUAPD,C5
7494,JU,319,4,1400,3,YUAPA,C3
7495,LH,3N0,4,1415,3,DAINO,A5
7496,WZZ,320,5,20,3,HALPJ,A8
7497,EY,32A,5,320,3,A6EIS,C1
7498,JU,319,5,345,3,YUAPJ,A2
7499,JU,319,5,350,3,YUAPC,C2
7500,TK,73H,5,485,3,TCJVN,A1
7501,YM,E95,5,495,3,4OAOB,A2
7502,QB,320,5,540,3,EPFQR,B5
7503,JU,319,5,565,3,YUAPD,C2
7504,B2,E75,5,570,3,EW512PO,A4
7505,YM,E95,5,575,3,4OAOC,A3
7506,JU,AT7,5,635,3,YUALO,C8
7507,QR,321,5,640,3,A7AIC,A5
7508,JU,AT7,5,645,3,YUALT,C10
7509,JU,319,5,650,3,YUAPI,A2
7510,JU,AT7,5,665,3,YUALU,C7
7511,WZZ,320,5,665,3,HALPJ,A8
7512,JU,AT7,5,685,3,YUALP,C9
7513,JU,319,5,700,3,YUAPA,C6
7514,WZZ,320,5,710,3,HALWO,A9
7515,SU,32A,5,715,3,VPBJW,A1
7516,FZ,7M8,5,735,3,A6FMH,A3
7517,JU,319,5,750,3,YUAPF,A4
7518,LH,32A,5,760,3,DAIZY,C2
7519,LH,CR9,5,760,3,DACNM,A6
7520,WZ,320,5,780,3,VPBWW,A2
7521,GERMAN,CL30,5,795,3,DBANN,A11-2
7522,LO,E75,5,810,3,SPLIC,A1
7523,JU,AT7,5,825,3,YUALO,C8
7524,LX,CS3,5,835,3,HBJCI,C4
7525,OS,DH4,5,850,3,OELGI,A3
7526,QB,320,5,925,3,EPFQR,B5
7527,YM,E95,5,935,3,4OAOB,A4
7528,JU,319,5,960,3,YUAPA,C1
7529,JU,319,5,960,3,YUAPF,C3
7530,JU,AT7,5,970,3,YUALT,C10
7531,JU,AT7,5,975,3,YUALP,C8
7532,JU,319,5,975,3,YUAPI,C6
7533,LH,CR9,5,980,3,DACNR,C4
7534,JU,AT7,5,1000,3,YUALU,C7
7535,JU,319,5,1020,3,YUAPD,C2
7536,SU,320,5,1075,3,VQBAX,C5
7537,WZZ,320,5,1085,3,HALPJ,A3
7538,WZZ,320,5,1095,3,HALWO,A4
7539,YM,E95,5,1125,3,4OAOC,A2
7540,TK,32B,5,1170,3,TCJSK,A1
7541,DY,73H,5,1220,3,LNNGP,A3
7542,SRBIJA,551,5,1280,3,YUBTT,A12-4
7543,SU,320,5,1315,3,VPBIY,A4
7544,JU,319,5,1340,3,YUAPI,C5
7545,JU,AT7,5,1340,3,YUALU,C7
7546,JU,319,5,1360,3,YUAPF,A3
7547,WZZ,320,5,1395,3,HALPJ,A7
7548,LH,3N0,5,1415,3,DAING,A5
7549,WZZ,320,6,80,3,HALWO,A8
7550,SM,73H,6,270,3,SUBSA,A4
7551,EY,320,6,320,3,A6EIR,C1
7552,JU,319,6,350,3,YUAPJ,A1
7553,TK,32B,6,485,3,TCJTN,A1
7554,EZS,319,6,505,3,HBJYN,A4
7555,JU,AT7,6,550,3,YUALU,C9
7556,HV,73W,6,560,3,PHXRC,C2
7557,YM,100,6,575,3,4OAOM,A5
7558,QR,321,6,640,3,A7AIC,A4
7559,JU,AT7,6,645,3,YUALT,C7
7560,JU,319,6,650,3,YUAPA,C2
7561,JU,320,6,655,3,YUAPH,A9
7562,6H,320,6,660,3,4XABG,A1
7563,JU,319,6,660,3,YUAPJ,C6
7564,JU,319,6,660,3,YUAPC,A2
7565,JU,319,6,670,3,YUAPD,A5
7566,SANMAR,BE36,6,690,3,T7BEN,A13-2
7567,WZZ,320,6,690,3,HALPJ,A7
7568,JU,319,6,695,3,YUAPI,A6
7569,PC,3N0,6,695,3,TCNBS,C5
7570,SU,32A,6,715,3,VQBSG,A3
7571,FZ,7M8,6,735,3,A6FMD,C4
7572,LH,CR9,6,750,3,DACNW,C3
7573,EZY,320,6,755,3,OEICK,A4
7574,JU,AT7,6,755,3,YUALU,C9
7575,LH,32A,6,770,3,DAIPP,A1
7576,LX,320,6,840,3,HBIJO,C1
7577,OS,DH4,6,850,3,OELGK,A3
7578,YM,E95,6,935,3,4OAOB,A5
7579,JU,319,6,960,3,YUAPI,C2
7580,JU,AT7,6,960,3,YUALT,C9
7581,JU,AT7,6,970,3,YUALU,B5
7582,JU,AT7,6,975,3,YUALO,C10
7583,JU,319,6,975,3,YUAPJ,C4
7584,JU,AT7,6,975,3,YUALP,C8
7585,JU,319,6,975,3,YUAPC,A1
7586,LO,E75,6,980,3,SPLIL,C3
7587,LH,319,6,980,3,DAILW,A2
7588,JU,319,6,1005,3,YUAPD,A3
7589,KK,320,6,1010,3,URAJD,A4
7590,JU,319,6,1020,3,YUAPF,A1
7591,SRBIJA,P31,6,1020,3,YUBTW,A13-1
7592,WZZ,320,6,1030,3,HALWO,A7
7593,JU,319,6,1030,3,YUAPA,C1
7594,AZ,320,6,1070,3,EIEIC,C3
7595,OS,DH4,6,1070,3,OELGC,A6
7596,SU,320,6,1075,3,VQBAY,C5
7597,WZZ,320,6,1085,3,HALPJ,A5
7598,YM,E95,6,1085,3,4OAOC,A2
7599,IZ,E95,6,1150,3,4XEMC,A4
7600,LX,320,6,1160,3,HBJLP,C1
7601,TK,321,6,1170,3,TCJRC,C6
7602,JU,733,6,1185,3,YUANK,C4
7603,JU,AT7,6,1200,3,YUALP,C8
7604,SU,738,6,1315,3,VPBMD,A2
7605,JU,AT7,6,1330,3,YUALT,B3
7606,JU,AT7,6,1340,3,YUALV,C9
7607,JU,319,6,1340,3,YUAPC,C3
7608,JU,319,6,1345,3,YUAPA,C1
7609,JU,AT7,6,1345,3,YUALO,C8
7610,JU,AT7,6,1350,3,YUALU,C7
7611,JU,319,6,1365,3,YUAPI,A3
7612,WZZ,320,6,1370,3,HALWO,A8
7613,WZZ,320,6,1375,3,HALPJ,A7
7614,JU,319,6,1375,3,YUAPD,C2
7615,JU,319,6,1400,3,YUAPJ,C6
7616,JU,AT7,6,1405,3,YUALP,C10
7617,LH,319,6,1420,3,DAILH,A5
7618,EY,32A,0,320,3,A6EIU,C2
7619,JU,AT7,0,325,3,YUALP,C10
7620,JU,AT7,0,330,3,YUALO,C8
7621,OS,320,0,440,3,OELXB,A4
7622,TK,73H,0,485,3,TCJVP,A1
7623,YM,E95,0,495,3,4OAOB,A3
7624,YM,E95,0,495,3,4OAOC,A2
7625,EZS,319,0,510,3,HBJYM,C1
7626,RO,AT5,0,525,3,YRATA,C7
7627,JU,319,0,560,3,YUAPD,C3
7628,B2,CR2,0,570,3,EW276PJ,A6
